customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn Prediction,Churn Probability,Risk Score,Risk Level,Customer Risk Score,Customer Tenure Months,Monthly Charge Value,Total Customer Value,Customer Risk Segment,Tenure Segment,Spending Segment,Customer Value Segment,Strategic Segment
0519-XUZJU,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,1,Churn,90.4,90.4,Critical,90.4,1,70.75,70.75,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
3363-EWLGO,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,109.6,0,Retained,27.82,27.82,Medium,27.82,5,19.95,109.6,Medium,New Customer,Low Value,Low Value,Watchlist Customer
4750-UKWJK,Female,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,727.8,0,Retained,1.75,1.75,Low,1.75,37,19.6,727.8,Low,Established Customer,Low Value,Low Value,Stable Customer
6338-AVWCY,Male,0,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,1,Churn,80.09,80.09,Critical,80.09,3,40.15,130.75,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
1689-YQBYY,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,893.0,0,Churn,68.78,68.78,High,68.78,12,76.6,893.0,High,Developing Customer,Medium Value,Low Value,High-Risk Customer
4487-ZYJZK,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,763.1,0,Retained,0.91,0.91,Low,0.91,38,19.6,763.1,Low,Established Customer,Low Value,Low Value,Stable Customer
2959-FENLU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,0,Churn,68.44,68.44,High,68.44,9,85.3,781.4,High,Developing Customer,High Value,Low Value,High-Value At-Risk
0708-LGSMF,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.85,902.25,0,Retained,38.31,38.31,Medium,38.31,13,65.85,902.25,Medium,Developing Customer,Medium Value,Low Value,Watchlist Customer
9253-QXKBE,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,1,Churn,85.16,85.16,Critical,85.16,29,94.45,2653.65,Critical,Established Customer,High Value,High Value,Critical High-Value
7634-HLQJR,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1016.7,0,Retained,0.05,0.05,Low,0.05,47,20.05,1016.7,Low,Established Customer,Low Value,Medium Value,Stable Customer
0487-RPVUM,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,0,Retained,29.61,29.61,Medium,29.61,61,99.4,5943.65,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
4079-ULGFR,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,275.7,0,Retained,17.15,17.15,Low,17.15,16,20.0,275.7,Low,Developing Customer,Low Value,Low Value,Stable Customer
2516-XSJKX,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,78.45,3126.45,0,Retained,7.89,7.89,Low,7.89,41,78.45,3126.45,Low,Established Customer,Medium Value,High Value,Stable Customer
0057-QBUQH,Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.1,1070.15,0,Retained,6.24,6.24,Low,6.24,43,25.1,1070.15,Low,Established Customer,Low Value,Medium Value,Stable Customer
9445-SZLCH,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,1,Churn,69.18,69.18,High,69.18,36,97.35,3457.9,High,Established Customer,High Value,High Value,High-Value At-Risk
6599-SFQVE,Female,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,340.4,0,Churn,62.97,62.97,High,62.97,6,55.0,340.4,High,New Customer,Medium Value,Low Value,New Customer At-Risk
8331-ZXFOE,Female,0,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),71.1,4299.2,0,Retained,6.91,6.91,Low,6.91,58,71.1,4299.2,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
4003-FUSHP,Male,0,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,0,Retained,42.85,42.85,Medium,42.85,19,61.55,1093.2,Medium,Developing Customer,Medium Value,Medium Value,Watchlist Customer
0356-ERHVT,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,0,Retained,34.7,34.7,Medium,34.7,11,45.9,521.9,Medium,Developing Customer,Medium Value,Low Value,Watchlist Customer
7325-ENZFI,Female,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.3,1630.4,0,Retained,3.94,3.94,Low,3.94,39,40.3,1630.4,Low,Established Customer,Medium Value,Medium Value,Stable Customer
4884-ZTHVF,Female,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.1,713.6,0,Churn,80.17,80.17,Critical,80.17,8,87.1,713.6,Critical,Developing Customer,High Value,Low Value,Critical High-Value
3920-HIHMQ,Female,0,No,Yes,26,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.5,1265.65,0,Retained,20.6,20.6,Low,20.6,26,49.5,1265.65,Low,Established Customer,Medium Value,Medium Value,Stable Customer
3055-OYMSE,Female,1,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,0,Churn,50.7,50.7,High,50.7,53,73.8,4003.85,High,Loyal Customer,Medium Value,High Value,High-Risk Customer
0613-WUXUM,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.2,1401.4,0,Retained,3.16,3.16,Low,3.16,70,19.2,1401.4,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
7568-PODML,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,1,Churn,90.52,90.52,Critical,90.52,1,45.3,45.3,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
4458-KVRBJ,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1510.5,0,Retained,5.15,5.15,Low,5.15,59,25.0,1510.5,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
5349-IECLD,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,178.1,1,Churn,89.9,89.9,Critical,89.9,2,94.95,178.1,Critical,New Customer,High Value,Low Value,Critical High-Value
1397-XKKWR,Male,0,No,No,7,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.3,264.8,0,Retained,17.69,17.69,Low,17.69,7,35.3,264.8,Low,Developing Customer,Low Value,Low Value,Stable Customer
3945-GFWQL,Female,0,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.55,480.6,1,Churn,66.37,66.37,High,66.37,12,44.55,480.6,High,Developing Customer,Medium Value,Low Value,High-Risk Customer
8097-OMULG,Male,0,Yes,Yes,59,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),76.75,4541.9,0,Retained,13.25,13.25,Low,13.25,59,76.75,4541.9,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
6013-BHCAW,Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,4976.15,0,Retained,7.59,7.59,Low,7.59,61,81.0,4976.15,Low,Loyal Customer,High Value,High Value,Loyal Customer
0401-WDBXM,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55,7542.25,0,Retained,17.65,17.65,Low,17.65,72,105.55,7542.25,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
3387-PLKUI,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,251.25,0,Retained,9.09,9.09,Low,9.09,13,18.8,251.25,Low,Developing Customer,Low Value,Low Value,Stable Customer
6096-EGVTU,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.9,1595.5,0,Retained,4.58,4.58,Low,4.58,64,24.9,1595.5,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
3797-VTIDR,Male,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.45,23.45,1,Churn,85.13,85.13,Critical,85.13,1,23.45,23.45,Critical,New Customer,Low Value,Low Value,Critical At-Risk
5081-NWSUP,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.9,685.55,0,Retained,25.64,25.64,Medium,25.64,10,64.9,685.55,Medium,Developing Customer,Medium Value,Low Value,Watchlist Customer
2580-ATZSQ,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),61.35,3874.1,0,Retained,9.93,9.93,Low,9.93,65,61.35,3874.1,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
8085-MSNLK,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,113.95,6891.4,0,Retained,10.05,10.05,Low,10.05,62,113.95,6891.4,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
9691-HKOVS,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,90.15,4916.95,0,Retained,12.12,12.12,Low,12.12,55,90.15,4916.95,Low,Loyal Customer,High Value,High Value,Loyal Customer
9881-VCZEP,Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.1,1373.0,0,Retained,16.85,16.85,Low,16.85,25,54.1,1373.0,Low,Established Customer,Medium Value,Medium Value,Stable Customer
9526-BIHHD,Male,0,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,29.7,1,Churn,69.53,69.53,High,69.53,1,29.7,29.7,High,New Customer,Low Value,Low Value,New Customer At-Risk
8757-TFHHJ,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,0,Churn,64.37,64.37,High,64.37,1,49.8,49.8,High,New Customer,Medium Value,Low Value,New Customer At-Risk
4523-WXCEF,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1,6039.9,1,Churn,66.18,66.18,High,66.18,59,101.1,6039.9,High,Loyal Customer,High Value,Very High Value,High-Value At-Risk
1468-DEFNC,Male,1,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.4,1548.65,0,Retained,1.82,1.82,Low,1.82,64,24.4,1548.65,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
5119-KEPFY,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.0,3440.25,0,Churn,72.88,72.88,High,72.88,36,95.0,3440.25,High,Established Customer,High Value,High Value,High-Value At-Risk
8364-TRMMK,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.65,151.3,1,Churn,79.05,79.05,Critical,79.05,3,50.65,151.3,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
0916-KNFAJ,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,69.9,4226.7,0,Retained,3.57,3.57,Low,3.57,61,69.9,4226.7,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
8319-QBEHW,Male,0,No,Yes,26,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),39.95,1023.75,0,Retained,24.63,24.63,Low,24.63,26,39.95,1023.75,Low,Established Customer,Low Value,Medium Value,Stable Customer
3063-QFSZL,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,1,Churn,80.35,80.35,Critical,80.35,1,55.4,55.4,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
8775-LHDJH,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,90.6,1,Churn,94.29,94.29,Critical,94.29,1,90.6,90.6,Critical,New Customer,High Value,Low Value,Critical High-Value
9625-QNLUX,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),103.25,7074.4,0,Retained,7.91,7.91,Low,7.91,68,103.25,7074.4,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
3097-NQYSN,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.85,156.35,1,Churn,91.69,91.69,Critical,91.69,2,86.85,156.35,Critical,New Customer,High Value,Low Value,Critical High-Value
4024-CSNBY,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),94.25,6849.75,0,Retained,4.96,4.96,Low,4.96,72,94.25,6849.75,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
7110-BDTWG,Female,0,Yes,No,71,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,47.05,3263.6,0,Retained,21.73,21.73,Low,21.73,71,47.05,3263.6,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
7493-GVFIO,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1252.85,0,Retained,1.18,1.18,Low,1.18,57,20.55,1252.85,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
0690-SRQID,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,67.55,0,Retained,21.63,21.63,Low,21.63,4,19.65,67.55,Low,New Customer,Low Value,Low Value,Stable Customer
9605-WGJVW,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,70.2,0,Churn,87.91,87.91,Critical,87.91,1,70.2,70.2,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
9114-DPSIA,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.0,5750.0,0,Retained,2.06,2.06,Low,2.06,72,81.0,5750.0,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
4700-UBQMV,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,0,Retained,20.3,20.3,Low,20.3,21,75.9,1549.75,Low,Developing Customer,Medium Value,Medium Value,Stable Customer
7711-GQBZC,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.7,1810.55,0,Retained,0.62,0.62,Low,0.62,71,24.7,1810.55,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
3565-UNOCC,Female,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,1,Churn,82.12,82.12,Critical,82.12,29,99.05,2952.85,Critical,Established Customer,High Value,High Value,Critical High-Value
4627-MIHJH,Female,1,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7467.55,0,Retained,26.27,26.27,Medium,26.27,69,110.25,7467.55,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
9795-NREXC,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,5484.4,0,Retained,1.88,1.88,Low,1.88,64,85.0,5484.4,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
8573-CGOCC,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,294.9,0,Retained,16.01,16.01,Low,16.01,16,19.75,294.9,Low,Developing Customer,Low Value,Low Value,Stable Customer
7356-AYNJP,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.9,97.5,0,Retained,8.45,8.45,Low,8.45,4,23.9,97.5,Low,New Customer,Low Value,Low Value,Stable Customer
9249-FXSCK,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,1,Churn,62.19,62.19,High,62.19,52,111.25,5916.45,High,Loyal Customer,High Value,Very High Value,High-Value At-Risk
5493-SDRDQ,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.1,113.35,1,Churn,68.49,68.49,High,68.49,2,55.1,113.35,High,New Customer,Medium Value,Low Value,New Customer At-Risk
6286-SUUWT,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,19.95,0,Churn,67.6,67.6,High,67.6,1,19.95,19.95,High,New Customer,Low Value,Low Value,New Customer At-Risk
4819-HJPIW,Male,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,0,Retained,35.51,35.51,Medium,35.51,18,25.15,476.8,Medium,Developing Customer,Low Value,Low Value,Watchlist Customer
8654-DHAOW,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.15,101.65,0,Churn,54.56,54.56,High,54.56,2,54.15,101.65,High,New Customer,Medium Value,Low Value,New Customer At-Risk
5438-QMDDL,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.8,1130.85,0,Retained,27.24,27.24,Medium,27.24,19,59.8,1130.85,Medium,Developing Customer,Medium Value,Medium Value,Watchlist Customer
9812-GHVRI,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.85,3532.25,0,Churn,53.13,53.13,High,53.13,40,83.85,3532.25,High,Established Customer,High Value,High Value,High-Value At-Risk
5553-AOINX,Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.9,6891.45,0,Retained,26.2,26.2,Medium,26.2,66,104.9,6891.45,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
1228-ZLNBX,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,1570.7,0,Retained,49.74,49.74,Medium,49.74,21,75.3,1570.7,Medium,Developing Customer,Medium Value,Medium Value,Watchlist Customer
4226-KKDON,Male,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.65,520.95,0,Retained,27.56,27.56,Medium,27.56,8,66.65,520.95,Medium,Developing Customer,Medium Value,Low Value,Watchlist Customer
3831-YCPUO,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.5,7854.9,0,Retained,1.63,1.63,Low,1.63,72,109.5,7854.9,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
7445-WMRBW,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.85,3581.4,0,Retained,5.56,5.56,Low,5.56,48,73.85,3581.4,Low,Established Customer,Medium Value,High Value,Loyal Customer
3308-DGHKL,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.3,1447.9,0,Retained,2.36,2.36,Low,2.36,69,19.3,1447.9,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
9924-JPRMC,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.2,8547.15,0,Retained,13.45,13.45,Low,13.45,72,118.2,8547.15,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
0080-EMYVY,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),51.45,727.85,0,Retained,13.16,13.16,Low,13.16,14,51.45,727.85,Low,Developing Customer,Medium Value,Low Value,Stable Customer
6218-KNUBD,Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.45,357.6,0,Retained,32.46,32.46,Medium,32.46,6,59.45,357.6,Medium,New Customer,Medium Value,Low Value,Watchlist Customer
7337-CINUD,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,159.35,0,Retained,7.33,7.33,Low,7.33,8,19.5,159.35,Low,Developing Customer,Low Value,Low Value,Stable Customer
7609-NRNCA,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,280.85,0,Retained,1.62,1.62,Low,1.62,17,19.55,280.85,Low,Developing Customer,Low Value,Low Value,Stable Customer
0623-EJQEG,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,93.55,6069.25,0,Retained,19.04,19.04,Low,19.04,65,93.55,6069.25,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
7153-CHRBV,Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,59.3,3274.35,0,Retained,3.06,3.06,Low,3.06,57,59.3,3274.35,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
0871-URUWO,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,1,Churn,80.35,80.35,Critical,80.35,13,102.25,1359.0,Critical,Developing Customer,High Value,Medium Value,Critical High-Value
9190-MFJLN,Male,1,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,1,Churn,78.51,78.51,Critical,78.51,19,95.9,1777.9,Critical,Developing Customer,High Value,Medium Value,Critical High-Value
6198-PNNSZ,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,0,Retained,32.03,32.03,Medium,32.03,56,109.8,6109.65,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
3317-VLGQT,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.1,1122.4,0,Churn,71.28,71.28,High,71.28,14,78.1,1122.4,High,Developing Customer,Medium Value,Medium Value,High-Risk Customer
4132-POCZS,Male,0,Yes,No,52,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.9,2020.9,0,Retained,23.67,23.67,Low,23.67,52,39.9,2020.9,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
5614-DNZCE,Female,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.9,3795.45,0,Retained,4.39,4.39,Low,4.39,58,64.9,3795.45,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
1095-JUDTC,Female,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.05,4504.55,1,Churn,72.48,72.48,High,72.48,47,95.05,4504.55,High,Established Customer,High Value,High Value,High-Value At-Risk
3896-RCYYE,Female,0,No,No,67,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.4,3579.15,0,Retained,20.24,20.24,Low,20.24,67,53.4,3579.15,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
9638-JIQYA,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.9,49.7,0,Churn,69.66,69.66,High,69.66,2,24.9,49.7,High,New Customer,Low Value,Low Value,New Customer At-Risk
3258-SANFR,Male,1,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,276.5,0,Retained,48.13,48.13,Medium,48.13,6,44.7,276.5,Medium,New Customer,Medium Value,Low Value,Watchlist Customer
3726-TBHQT,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.0,8175.9,0,Retained,4.68,4.68,Low,4.68,71,114.0,8175.9,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
3190-ITQXP,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,890.35,0,Retained,0.21,0.21,Low,0.21,46,20.25,890.35,Low,Established Customer,Low Value,Low Value,Stable Customer
0870-VEMYL,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,259.8,1,Retained,44.84,44.84,Medium,44.84,5,53.85,259.8,Medium,New Customer,Medium Value,Low Value,Watchlist Customer
4833-QTJNO,Male,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.85,5588.8,0,Retained,17.54,17.54,Low,17.54,67,83.85,5588.8,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
