customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn Prediction,Churn Probability,Risk Score,Risk Level,Prediction Method,Customer Risk Score,Customer Value,Strategic Segment,Retention Priority,Priority Rank,Revenue At Risk,Recommended Action,Retention Recommendation,Retention Urgency Score,Recommended Channel
0921-OHLVP,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,0,Churn,55.63,55.63,High,Existing ChurnIQ ML Model,63.04,1799.3,Standard Customer,High,1543,1000.95,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,49.25,Targeted Campaign
3389-YGYAI,Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,1,Churn,92.54,92.54,Critical,Existing ChurnIQ ML Model,92.61,829.55,Critical Retention,Immediate,66,767.67,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,68.75,Personal Outreach
9560-ARGQJ,Female,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,1312.15,1,Churn,75.8,75.8,High,Existing ChurnIQ ML Model,77.83,1312.15,Standard Customer,High,827,994.61,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,59.57,Targeted Campaign
8350-NYMVI,Female,0,No,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,0,Retained,18.41,18.41,Low,Existing ChurnIQ ML Model,28.29,1597.05,Loyal Customer,Low,3180,294.02,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",21.31,Standard Engagement
1600-DILPE,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,0,Retained,47.13,47.13,Medium,Existing ChurnIQ ML Model,52.45,524.35,Standard Customer,Monitor,1992,247.13,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,37.98,Email / In-App
0536-ESJEP,Male,0,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.55,4191.45,0,Retained,4.96,4.96,Low,Existing ChurnIQ ML Model,13.5,4191.45,Loyal Customer,Low,4075,207.9,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",10.51,Standard Engagement
4654-GGUII,Female,0,No,No,18,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,40.2,711.95,0,Retained,9.39,9.39,Low,Existing ChurnIQ ML Model,20.97,711.95,Loyal Customer,Low,3595,66.85,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",15.02,Standard Engagement
6478-HRRCZ,Male,0,Yes,No,32,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.5,2201.75,0,Retained,11.41,11.41,Low,Existing ChurnIQ ML Model,22.85,2201.75,Loyal Customer,Low,3500,251.22,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",17.28,Standard Engagement
8510-BBWMU,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,806.95,0,Retained,1.17,1.17,Low,Existing ChurnIQ ML Model,10.39,806.95,Loyal Customer,Low,4329,9.44,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",7.32,Standard Engagement
6857-TKDJV,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.65,1620.45,0,Retained,0.16,0.16,Low,Existing ChurnIQ ML Model,4.37,1620.45,Loyal Customer,Low,4702,2.59,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",3.07,Standard Engagement
2360-RDGRO,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,6812.95,0,Retained,38.05,38.05,Medium,Existing ChurnIQ ML Model,46.45,6812.95,Growth Opportunity,Monitor,2249,2592.33,Introduce relevant upgrades and personalized offers.,Use engagement and cross-sell opportunities to strengthen loyalty.,45.78,Email / In-App
0584-BJQGZ,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,0,Retained,13.67,13.67,Low,Existing ChurnIQ ML Model,29.88,1837.9,Loyal Customer,Low,3079,251.24,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",22.2,Standard Engagement
5134-IKDAY,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,1,Churn,91.5,91.5,Critical,Existing ChurnIQ ML Model,90.01,69.8,Critical Retention,Immediate,194,63.87,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,63.33,Personal Outreach
1360-XFJMR,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,0,Retained,31.13,31.13,Medium,Existing ChurnIQ ML Model,34.92,7344.45,Stable Valuable,Monitor,2816,2286.33,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,36.14,Email / In-App
3070-DVEYC,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.75,545.15,1,Churn,82.58,82.58,Critical,Existing ChurnIQ ML Model,80.25,545.15,Critical Retention,Immediate,704,450.18,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,58.48,Personal Outreach
5730-RIITO,Female,1,No,No,43,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,0,Retained,40.26,40.26,Medium,Existing ChurnIQ ML Model,42.42,1500.25,Standard Customer,Monitor,2427,604.0,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,32.78,Email / In-App
9058-MJLZC,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,2283.15,0,Churn,67.3,67.3,High,Existing ChurnIQ ML Model,71.85,2283.15,Standard Customer,High,1123,1536.56,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,58.16,Targeted Campaign
5707-ORNDZ,Male,1,No,No,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.55,494.05,1,Churn,72.78,72.78,High,Existing ChurnIQ ML Model,74.59,494.05,Standard Customer,High,984,359.57,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,54.05,Targeted Campaign
0902-XKXPN,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1376.5,0,Retained,0.65,0.65,Low,Existing ChurnIQ ML Model,4.08,1376.5,Loyal Customer,Low,4720,8.95,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",2.9,Standard Engagement
5177-RVZNU,Female,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.3,755.4,0,Retained,11.0,11.0,Low,Existing ChurnIQ ML Model,17.87,755.4,Loyal Customer,Low,3776,83.09,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",12.93,Standard Engagement
0056-EPFBG,Male,0,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,0,Retained,5.37,5.37,Low,Existing ChurnIQ ML Model,15.71,825.4,Loyal Customer,Low,3923,44.32,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",11.22,Standard Engagement
8993-IZEUX,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.15,488.65,0,Churn,55.01,55.01,High,Existing ChurnIQ ML Model,60.59,488.65,Standard Customer,High,1640,268.81,Provide personalized service outreach and retention incentives.,Proactive customer engagement is recommended.,43.79,Targeted Campaign
8696-JKZNU,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,2841.55,1,Churn,71.99,71.99,High,Existing ChurnIQ ML Model,71.87,2841.55,Standard Customer,High,1121,2045.63,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,60.77,Targeted Campaign
5380-AFSSK,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,486.85,1,Churn,93.78,93.78,Critical,Existing ChurnIQ ML Model,89.97,486.85,Critical Retention,Immediate,196,456.57,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,65.31,Personal Outreach
8190-ZTQFB,Male,0,No,No,41,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.35,2075.1,0,Retained,39.89,39.89,Medium,Existing ChurnIQ ML Model,43.01,2075.1,Standard Customer,Monitor,2399,827.76,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,34.34,Email / In-App
0931-MHTEM,Female,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,5299.65,0,Retained,30.97,30.97,Medium,Existing ChurnIQ ML Model,35.84,5299.65,Stable Valuable,Monitor,2770,1641.3,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,33.48,Email / In-App
2055-PDADH,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.4,204.7,1,Churn,84.46,84.46,Critical,Existing ChurnIQ ML Model,84.86,204.7,Critical Retention,Immediate,444,172.89,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,60.29,Personal Outreach
7515-LODFU,Male,1,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1356.3,0,Retained,1.32,1.32,Low,Existing ChurnIQ ML Model,4.55,1356.3,Loyal Customer,Low,4692,17.9,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",3.28,Standard Engagement
0440-UEDAI,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,0,Retained,22.26,22.26,Low,Existing ChurnIQ ML Model,29.44,5042.75,Loyal Customer,Low,3108,1122.52,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",26.35,Standard Engagement
1337-BOZWO,Male,0,Yes,Yes,18,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),46.4,812.4,0,Retained,17.37,17.37,Low,Existing ChurnIQ ML Model,27.05,812.4,Loyal Customer,Low,3247,141.11,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",19.66,Standard Engagement
0868-VJRDR,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,0,Retained,16.48,16.48,Low,Existing ChurnIQ ML Model,22.53,6605.55,Loyal Customer,Low,3519,1088.59,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",21.34,Standard Engagement
8714-EUHJO,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,1,Churn,55.05,55.05,High,Existing ChurnIQ ML Model,62.03,2995.45,Standard Customer,High,1580,1649.0,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,51.86,Targeted Campaign
6344-SFJVH,Female,0,No,No,20,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24.9,505.95,0,Retained,34.23,34.23,Medium,Existing ChurnIQ ML Model,40.71,505.95,Standard Customer,Monitor,2502,173.19,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,29.38,Email / In-App
3950-VPYJB,Male,0,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,59.6,3509.4,0,Retained,3.7,3.7,Low,Existing ChurnIQ ML Model,13.11,3509.4,Loyal Customer,Low,4104,129.85,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",9.84,Standard Engagement
8041-TMEID,Male,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),108.5,6991.9,0,Retained,18.27,18.27,Low,Existing ChurnIQ ML Model,24.27,6991.9,Loyal Customer,Low,3407,1277.42,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",23.52,Standard Engagement
7321-ZNSLA,Male,0,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,40.55,590.35,0,Retained,4.6,4.6,Low,Existing ChurnIQ ML Model,16.24,590.35,Loyal Customer,Low,3893,27.16,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",11.51,Standard Engagement
6941-KXRRV,Female,1,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.95,2789.7,0,Retained,21.14,21.14,Low,Existing ChurnIQ ML Model,26.52,2789.7,Loyal Customer,Low,3276,589.74,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",21.58,Standard Engagement
3721-CNEYS,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,1,Churn,83.58,83.58,Critical,Existing ChurnIQ ML Model,84.42,137.95,Critical Retention,Immediate,470,115.3,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,59.68,Personal Outreach
8727-JQFHV,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1123.15,0,Retained,0.37,0.37,Low,Existing ChurnIQ ML Model,5.59,1123.15,Loyal Customer,Low,4636,4.16,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",3.93,Standard Engagement
9475-NNDGC,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.15,7953.25,0,Retained,37.55,37.55,Medium,Existing ChurnIQ ML Model,39.13,7953.25,Stable Valuable,Monitor,2582,2986.45,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,42.67,Email / In-App
1355-KUSBG,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.8,349.8,0,Retained,44.04,44.04,Medium,Existing ChurnIQ ML Model,54.29,349.8,Standard Customer,Monitor,1916,154.05,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,38.79,Email / In-App
3688-FTHLT,Female,0,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,0,Churn,58.1,58.1,High,Existing ChurnIQ ML Model,61.01,1067.05,Standard Customer,High,1620,619.96,Provide personalized service outreach and retention incentives.,Proactive customer engagement is recommended.,45.88,Targeted Campaign
0899-LIIBW,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,0,Churn,67.93,67.93,High,Existing ChurnIQ ML Model,71.4,3527.3,High Value At Risk,High,1142,2396.09,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,62.24,Targeted Campaign
2568-OIADY,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,3762.0,1,Churn,77.56,77.56,High,Existing ChurnIQ ML Model,77.62,3762.0,High Value At Risk,High,836,2917.81,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,69.26,Targeted Campaign
1384-RCUXW,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.55,1248.9,0,Churn,55.96,55.96,High,Existing ChurnIQ ML Model,60.91,1248.9,Standard Customer,High,1623,698.88,Provide personalized service outreach and retention incentives.,Proactive customer engagement is recommended.,46.21,Targeted Campaign
5825-XJOCM,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,0,Retained,10.19,10.19,Low,Existing ChurnIQ ML Model,19.29,3035.35,Loyal Customer,Low,3686,309.3,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",15.09,Standard Engagement
6848-YLDFR,Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,0,Retained,26.62,26.62,Medium,Existing ChurnIQ ML Model,30.26,4300.8,Stable Valuable,Monitor,3060,1144.87,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,27.04,Email / In-App
8125-QPFJD,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,0,Retained,0.92,0.92,Low,Existing ChurnIQ ML Model,9.0,6065.3,Loyal Customer,Low,4441,55.8,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",6.59,Standard Engagement
2320-YKQBO,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,144.95,0,Retained,18.97,18.97,Medium,Existing ChurnIQ ML Model,31.39,144.95,Standard Customer,Monitor,3002,27.5,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,22.11,Email / In-App
1193-RTSLK,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.9,3233.6,1,Churn,63.29,63.29,High,Existing ChurnIQ ML Model,63.25,3233.6,High Value At Risk,High,1532,2046.55,Provide personalized service outreach and retention incentives.,Proactive customer engagement is recommended.,54.74,Targeted Campaign
2302-ANTDP,Female,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,5438.9,1,Churn,61.47,61.47,High,Existing ChurnIQ ML Model,66.26,5438.9,High Value At Risk,High,1400,3343.29,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,63.48,Targeted Campaign
5923-GXUOC,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45,1,Churn,82.06,82.06,Critical,Existing ChurnIQ ML Model,84.91,1081.45,Critical Retention,Immediate,440,887.44,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,63.98,Personal Outreach
4973-RLZVI,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,0,Retained,36.05,36.05,Medium,Existing ChurnIQ ML Model,40.71,2308.6,Standard Customer,Monitor,2502,832.25,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,32.75,Email / In-App
7869-ZYDST,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,0,Retained,23.13,23.13,Medium,Existing ChurnIQ ML Model,34.13,1882.8,Standard Customer,Monitor,2847,435.49,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,26.12,Email / In-App
4501-UYKBC,Female,1,No,No,46,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),69.1,3255.35,0,Retained,14.63,14.63,Low,Existing ChurnIQ ML Model,23.05,3255.35,Loyal Customer,Low,3488,476.26,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",18.57,Standard Engagement
1215-EXRMO,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1067.65,0,Retained,2.39,2.39,Low,Existing ChurnIQ ML Model,7.96,1067.65,Loyal Customer,Low,4515,25.52,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",5.7,Standard Engagement
2305-MRGLV,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,0,Retained,25.64,25.64,Medium,Existing ChurnIQ ML Model,37.7,2065.4,Standard Customer,Monitor,2668,529.57,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,29.1,Email / In-App
8404-VIOMB,Female,0,No,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.5,4136.4,0,Retained,0.65,0.65,Low,Existing ChurnIQ ML Model,7.86,4136.4,Loyal Customer,Low,4519,26.89,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",5.64,Standard Engagement
5233-GEEAX,Male,1,No,No,8,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,221.9,1,Churn,86.68,86.68,Critical,Existing ChurnIQ ML Model,82.45,221.9,Critical Retention,Immediate,576,192.34,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,58.7,Personal Outreach
2359-KLTEK,Female,0,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848.0,0,Retained,43.33,43.33,Medium,Existing ChurnIQ ML Model,49.74,3848.0,Standard Customer,Monitor,2103,1667.34,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,43.35,Email / In-App
5304-EFJLP,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,8022.85,0,Retained,18.59,18.59,Low,Existing ChurnIQ ML Model,23.5,8022.85,Loyal Customer,Low,3461,1491.45,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",24.08,Standard Engagement
2673-ZALNP,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,173.15,0,Retained,4.94,4.94,Low,Existing ChurnIQ ML Model,17.77,173.15,Loyal Customer,Low,3782,8.55,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",12.48,Standard Engagement
9184-GALIL,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,781.25,0,Retained,11.77,11.77,Low,Existing ChurnIQ ML Model,22.14,781.25,Loyal Customer,Low,3538,91.95,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",15.97,Standard Engagement
4393-RYCRE,Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.05,4510.8,0,Retained,39.64,39.64,Medium,Existing ChurnIQ ML Model,46.78,4510.8,Growth Opportunity,Monitor,2229,1788.08,Introduce relevant upgrades and personalized offers.,Use engagement and cross-sell opportunities to strengthen loyalty.,41.89,Email / In-App
9746-MDMBK,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.45,5317.8,0,Retained,28.98,28.98,Medium,Existing ChurnIQ ML Model,36.49,5317.8,Stable Valuable,Monitor,2732,1541.1,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,33.43,Email / In-App
3162-ZJZFU,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.55,4779.45,0,Retained,29.03,29.03,Medium,Existing ChurnIQ ML Model,40.87,4779.45,Growth Opportunity,Monitor,2498,1387.47,Introduce relevant upgrades and personalized offers.,Use engagement and cross-sell opportunities to strengthen loyalty.,35.71,Email / In-App
8404-GFGCZ,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.6,250.1,0,Churn,50.79,50.79,High,Existing ChurnIQ ML Model,60.77,250.1,Standard Customer,High,1631,127.03,Review payment experience and offer an easier payment option.,Improve payment convenience and provide targeted engagement.,43.19,Targeted Campaign
8875-AKBYH,Male,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,1745.2,0,Churn,80.45,80.45,Critical,Existing ChurnIQ ML Model,80.8,1745.2,Critical Retention,Immediate,673,1404.01,Offer a personalized contract upgrade or retention incentive.,Immediate intervention with a targeted retention offer.,63.74,Personal Outreach
4432-ADRLB,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,1,Churn,74.9,74.9,High,Existing ChurnIQ ML Model,73.25,74.9,Standard Customer,High,1051,56.1,Launch an early-tenure onboarding and engagement campaign.,Strengthen onboarding to prevent early customer churn.,51.56,Targeted Campaign
0533-UCAAU,Male,1,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,0,Retained,12.28,12.28,Low,Existing ChurnIQ ML Model,20.04,4140.1,Loyal Customer,Low,3645,508.4,Maintain service quality and reward customer loyalty.,"Focus on loyalty, advocacy and long-term value.",16.63,Standard Engagement
1394-SUIUH,Female,1,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.15,3670.5,0,Retained,31.5,31.5,Medium,Existing ChurnIQ ML Model,43.26,3670.5,Standard Customer,Monitor,2392,1156.21,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,36.2,Email / In-App
3521-MNKLV,Male,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.7,1167.8,0,Retained,29.56,29.56,Medium,Existing ChurnIQ ML Model,38.86,1167.8,Standard Customer,Monitor,2598,345.2,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,28.97,Email / In-App
2533-TIBIX,Male,0,Yes,Yes,15,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,0,Retained,22.66,22.66,Medium,Existing ChurnIQ ML Model,33.73,469.65,Standard Customer,Monitor,2871,106.42,Monitor behavior and provide proactive customer engagement.,Customer should remain under regular retention monitoring.,24.16,Email / In-App
